	3D Point Head  			3D Point 117:LS			3D Point 117:LE			3D Point LWRIST			3D Point 117:RS			3D Point 117:RE			3D Point RWRIST			3D Point LHIP  			3D Point RHIP  			3D Point 117:LK			3D Point 117:LA			3D Point 117:RK			3D Point 117:RA		
Frame	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z	x	y	z
65	-1,547940	156,667383	119,205444	17,904028	134,551282	117,735535	25,420168	101,769238	118,349744	23,238536	78,187665	127,490625	-22,004289	136,179797	122,328223	-31,723083	102,926672	129,423853	-26,433951	81,634973	142,888318	5,846653	90,351959	121,311572	-11,508644	89,978302	120,641980	11,694147	41,173209	142,446631	9,380036	1,689455	158,419800	-14,793698	38,287851	111,314856	-9,390057	-1,704052	96,106476
66	-1,255860	156,493701	121,067639	18,102100	134,271826	119,826257	25,545285	101,467291	120,075342	23,410559	77,797174	128,775220	-21,860550	136,043164	124,135034	-31,538980	102,726685	131,098718	-26,195157	81,549097	144,725708	5,958630	90,183191	123,155396	-11,402785	89,782080	122,453833	11,716357	41,265686	144,925818	9,490912	1,363420	159,985596	-14,806990	38,267990	112,591785	-9,490912	-1,363420	96,311554
67	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
68	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
69	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
70	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
71	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
72	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
73	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
74	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
75	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
76	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
77	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
78	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
79	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
80	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
81	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
82	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
83	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
84	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
85	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
86	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
87	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
88	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
89	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
90	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
91	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
92	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
93	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
94	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
95	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
96	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
97	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
98	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
99	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
100	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
101	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
102	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
103	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
104	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
105	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
106	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
107	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
108	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
109	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
110	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
111	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
112	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
113	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
114	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
115	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
116	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
117	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
118	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
119	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
120	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
121	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
122	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000	3000,000000	0,000000	-3000,000000
